stuId	tag	university	major	majorCategory
Vg3ZyA854E		南山大学	経済学部経済学科	文系
cMG4GoSVRG		國學院大學	文学部史学科	文系
fHhD5oeWyQ		早稲田大学	政治経済学部経済学科	文系
jJTuMwVC4z	コンサルティング,人材・教育,IT,化粧品・医薬	中央大学	文学部人文社会学科西洋史学専攻	文系
snRfOEif5w		日本大学鶴ヶ丘高等学校	日本史選択	文系
SUkCnEYGlU	コンサルティング,IT,インフラ,鉄道・航空	関東学院大学	社会学部現代社会学科	文系
VbAde6pH0d		拓殖大学	商学部国際ビジネス学科	文系
GtQmdIgeLL		国士舘大学大学院	スポーツシステム研究科	その他
WQkE17G3Rh		昭和女子大	国際学部英語コミュニケーション学科	文系
VaErjTnXGC		昭和女子大学	国際学部英語コミュニケーション学科	文系
9RXQFfcprd		青山学院大学	経済学部経済学科	文系
3JutT2STGW		学習院大学	経済学部経営学科	文系
n1JgrkGZkD		専修大学	文学部日本文学文化学科	文系
7p5oORCkSp		青山学院大学	文学部英米文学科	文系
0dBdoyNDjg		國學院大学	経済学部経済学科	文系
bxbr7DQTha		早稲田大学	政治経済学部経済学科	文系
O4r2U0wIGi		跡見学園女子大学	マネジメン学部マネジメント学科	文系
At1dkKBijJ		共立女子大学	家政学部食物栄養学科	理系
o45D6DKvcN		大妻女子大学	家政学部児童学科	文系
5bMCtnag1S		東京女子大学	現代教養学部国際社会学科	文系
rdK5yRifEJ	マスコミ,IT	至学館大学	健康科学部健康スポーツ科学科	文系
Q4qh8ZqI5i		東京女子大学	人間科学科	文系
CxIq9CQN6a		お茶の水女子大学	理学部物理学科	理系
yAlmTCmDEz		桜美林大学	リベラルアーツ学群	文系
gYDzuyy1xJ		明治大学	情報コミュニケーション学部	文系
GxOrqKW47K		東京大学	都市工学科	理系
ZtFmCOVnSM		早稲田大学	国際教養学部国際教養学科	文系
lH8AzoOlQQ	IT,ゲーム,官公庁	関西学院大学	総合政策学部	その他
SL4UMJmlLK		中央大学	経済学部国際経済学科	文系
Y4YBRtEpU3		金沢大学	人間社会学域経済学類	文系
1QNgDf0BGk		日本大学	商学部	文系
u12YpKb1cd	食品・飲料,人材・教育,コンサルティング,IT,出版・印刷,広告,ゲーム,化粧品・医薬,繊維	桜美林大学	ビジネスマネジメント学群	文系
MuM11iw3Mw	旅行,商社,電機・自動車,官公庁,流通・小売,鉄道・航空,保険,インフラ,住宅・建設	麗澤大学	経済学部経済学科グローバル人材育成専攻	文系
A4CEwSzVH6	広告	慶應義塾大学	法学部法律学科	文系
UdRQahI7GQ		玉川大学	農学部生命化学科	理系
j9StaZ4kHL		学習院大学	経済学部経営学科	文系
KUo8pRZFnW	出版・印刷	麗澤大学	外国語学部外国語学科	文系
kuA0uZcEt9		立命館大学	情報理工学部	理系
lu1NxY0xjE		北海道大学	法学部	文系
FFluGtZj0p		亜細亜大学	都市創造学部 都市創造学科	文系
lYSo4kTpiN		文化学園大学	現代文化学部	文系
fKacHtyqOl		東洋大学	国際地域学部国際観光学科	文系
XnWS96CB3f		明治大学	政治経済学部政治学科	文系
62VUGRkmuX	ゲーム,IT,人材・教育,マスコミ,コンサルティング,広告,出版・印刷,商社,旅行	早稲田大学	人間科学部人間環境科学科	文系
pgygUSfCv1	化学・石油,流通・小売,官公庁,農林・水産,住宅・建設	帝京科学大学	生命環境学部自然環境学科	理系
Y4OsjutnDP		津田塾大学	学芸学部国際関係学科	文系
70JRVBFAtt		日本大学	法学部新聞学科	文系
bIQkPj1orn	食品・飲料	関西学院大学	神学部	文系
3QAPsktgLi		駒澤大学	経営学部経営学科	文系
ceuAKegnMK		立教大学	法学部政治学科	文系
vUTLYIEspw		玉川大学	工学部エンジニアリングデザイン学科	理系
xNQbAZY5HV	IT,保険,運輸・物流,食品・飲料	関西学院大学	総合政策学部総合政策学科	文系
ySqCtodImf		明治大学	国際日本学部	文系
sCDCfCwkPf		明治大学	政治経済学部政治学科	文系
QD2biRMwIo		東京大学大学院	新領域創生科学研究科物質系専攻	理系
wWlstFGtDa		上智大学	総合人間科学部心理学科	文系
No3TdD5ZEH		神戸	経済学部	文系
kSRpKVU5iw		広大大学	総合科学部総合科学科	文系
LlzdCa0kKe		産業能率大学	経営学部現代ビジネス学科	文系
vqBO2NJC0P		神奈川大学	法学部自治行政学科	文系
AwDgCJnlqv		獨協大学	外国語学部ドイツ語学科	文系
ehJ8rWCg7W		東京国際大学	商学部商学科	文系
4ogs9xnxTJ		千葉大学	文学部人文学科	文系
b7yYwlyCKO		東洋大学	国際地域学部国際観光学科	文系
EIMFZDeY4M	広告,人材・教育	慶應大学	商学部	文系
BOqMzQFDE5		立正大学	経済学部経済学科	文系
6b5vGf2ZBO	コンサルティング,食品・飲料,ホテル・レジャー,流通・小売,IT,化粧品・医薬,商社	東京女子大学	現代教養学部人文科学	文系
NWUYtdOaud		玉川大学	経営学部国際経営学科	文系
SnKnGxhon1		青山学院大学	国際政治経済学部国際政治学科	文系
0gfunYC83N		國學院大学	文学部日本文学科	文系
eXjD64XmAv	人材・教育	神田外語大学	外国語学部国際コミュニーケーション学科	文系
l2TP9yhrDO		東京大学	文科1類	文系
EpjUikemnE	サービス	法政大学	理工学部経営システム工学科	理系
ZZDLwGVS5D		東北電子専門学校	総合情報ビジネス	その他
XzXa3Ozza7		大東文化大学	法学部政治学科	文系
45DNrAhHFR		日本自動車大学校	自動車整備科	その他
MMBE5gFG6Z	食品・飲料,旅行,流通・小売,商社,鉄道・航空	東京女子体育大学	体育学部体育学科スポーツ健康コース	その他
1x4kCRZS9K		首都大学東京	都市教養学部 経営学系	文系
fXjOXyjnHf		南山大学	外国語学部英米学科	文系
JuDiIjRWTd		南山大学	外国語学部英米学科	文系
SIQurYZXm2		法政大学	法学部法律学科	文系
SWxk9x2iRe		長崎県立大学	経営学部	文系
Ex7NPi9zqg		帝京大学	経済学部 観光経営学科	文系
YlxJVtI1An		法政大学	キャリアデザイン学部	文系
zdUOQhma6j		早稲田	文学部	文系
HrvrCqgm6M		上智大学	文学部	文系
DRSOBUH1Sz		明海大学	ホスピタリティツーリズム学部ホスピタリティツーリズム学科	文系
ptuOEvACVP		同志社大学	文学部	文系
opwB87l285		法政大学	経営学部経営学科	文系
dgrvc5Z4Ho		青山学院大学	社会情報学部 社会情報学科	文系
Vq8A0VZxQB		立教大学	現代心理学部映像身体学科	文系
3IgmeeK9H5		宮崎産業経営大学	経営学部経営学科	文系
FojYfiXWe5	不動産,IT	a	国際学部	文系
nzbWG7IclB	商社,広告,鉄道・航空,旅行	埼玉大学	教養学部教養学科	文系
mK6lMvU7ZK		玉川大学	芸術学部メディアアーツ学科	文系
7Fulv6aMqy		大同大学	建築学科インテリアデザイン専攻	理系
kpkC8j92b8		東京大学	新領域創成科学研究科	理系
C30Az4Sd6P		國學院大學	経済学部経営学科	文系
8jdZzolWlN	不動産,商社,人材・教育,コンサルティング,広告,IT,保険,証券	早稲田大学	国際教養学部	文系
TEhtb5KytL	コンサルティング,人材・教育,電機・自動車,サービス,出版・印刷,官公庁	早稲田大学	国際教養学部	文系
vBfGBay22a	住宅・建設,不動産,商社,IT,銀行・信金,保険,運輸・物流,鉄道・航空	同志社大学	経済学部経済学科	文系
0VWGURj0bP		城西国際大学	経営情報学部 総合経営学科	文系
UCtEmVNxdh		麗澤大学	経済学部経済学科	文系
lkruzlSNFY		甲南大学	経営学部経営学科	文系
XDSYJi4E2M		明治大学	法学部法律学科	文系
4VBCD8gmNO		東京大学	経済学部経営学科（大学院経済学研究科）	文系
yaIHpM2Exd		大東文化大学	外国語学部中国語学科	文系
y26P5rfsmG		福岡大学	経済学部経済学科	文系
93FwvzQ7FX		日本大学	理工学部電気工学科	理系
7EVmifOMIU		ものつくり大学	技能工芸学部建設学科	理系
PZOLK6BRNQ	化粧品・医薬,マスコミ	共立女子大学	家政学部児童学科	文系
DhNKFREnOB	化粧品・医薬,コンサルティング,流通・小売	大東文化大学	国際関係学部国際文化学科	文系
wqs4WI5LPx	IT,コンサルティング,商社,官公庁	慶應義塾大学	法学部法律学科	文系
rnrxfTsSCP		早稲田大学	文学部文学科	文系
WErRltoOfv		明治大学	経営学部	文系
LN98wRFDUD		大阪市立大学	経済学部	文系
z7sCnONdfZ	サービス	大妻女子大学	比較文化	文系
GdA8vAjB9S		会社を起業したくてやめました	会社を起業したくてやめました	その他
0FHPuVnC9g		一橋大学	商学部	文系
78BD3xxNo2	IT,ゲーム,ソフトウェア,コンサルティング,広告,マスコミ	東京大学	教養大学前期課程文科3類	文系
Z9CX95Vpzj		一橋大学	経済学部	文系
WxJl0AgagZ	人材・教育	成蹊大学	経済学部経済経営学科	文系
G64MIbJ8WW		立正大学	経営学部	文系
8VzxJ6hDwo		桜美林大学	リベラルアーツ学群コミュニケーション学専攻	文系
LuNG8uIY6r		津田塾大学	学芸学部数学科	理系
rfo3mcTaSh		文化学園大学	服装学部	文系
FTWnU2CYKP		愛知学院大学	文学部英語英米文化学科	文系
73lyqMpoR2		産業能率大学	経営学部現代ビジネス学科	文系
2Wiy7oJD9S		安田女子大学	文学部日本文学科	文系
HK8nFrX4IY		東京外国語大学	国際社会学部ロシア地域ロシア語	文系
3eu81IOFhi	人材・教育,広告,コンサルティング,出版・印刷,マスコミ,サービス	東京学芸大学	教育学部初等美術選修	文系
N5d5UqBvHA		神戸大学大学院	農学研究科	理系
d1Cw67REWM		明治学院大学	文学部芸術学科	文系
G5FNvkZ0hC		帝京大学	経済学部経済学科	文系
FA5zgeBAiK		東北大学	経済学部経済学科	文系
SwKxQJa0z5		産業能率大学	情報マネジメント学部現代マネジメント学科	文系
AVHr2Yms2V		Keio University	経済Pearl	文系
SCj8lNd39O		法政大学	人間環境学部 人間環境学部	文系
eMaYHnjEos	IT,ソフトウェア	千葉大学	法政経学部	文系
H3NZGOeBFt		東京理科大学大学院	生命科学研究科生命科学専攻	理系
LDXhA5L0yM	広告,IT,人材・教育	専修大学	経済学部経済学科	文系
ec4UQIRXOr		東京家政学院大学	現代生活部現代家政学科	その他
HC4Dn6PJTk		岡山大学	経済	理系
imgguCd5Qd		神奈川大学	経営学部国際経営学科	文系
WIzMzqwAXg	農林・水産,人材・教育,化粧品・医薬	東京農業大学	農学部バイオセラピー学科	理系
Uw3XPAGfTX		高知大学	農林海洋科学部海洋資源科学科	理系
q2s2xthy5E		慶應義塾大学	環境情報学部	理系
d2bgbYd6Cn		東京海洋大学	海洋工学部流通情報工学科	理系
nVBMEWbeAj		九州大学	経済学部 経済・経営学科	文系
6HHaYSQ4fN		東京工業大学	生命理工学部生命工学科	理系
sap6T0Cvfi				
d3fpHNDa8i		上智大学	経済学部経済学科	文系
X8hZpnOK2R		東洋大学	法学部法律学科	文系
ZW2ZKmbYJX		立教大学	社会学部	文系
QDwacFET5P		東京外国語大学	国際社会学部国際社会学科	文系
KIyKEs3KjR		立教大学	社会学部現代文化学科	文系
8v0pRL4nvt		東京農業大学	応用生物科学部生物応用化学科	理系
A7LBCczZHD		福岡大学	商学部商学科	文系
Dhw2CnadBB		佐賀大学	経済学部経済学科	文系
Vq4if1p3dX		玉川大学	農学部生命化学科	理系
f9B9iWzW81		神奈川大学	経済学部経済学科	文系
oQikLqxDry		聖徳大学	児童学部児童学科	文系
FfS1VNI9HN		常葉大学	教育学部	文系
52PABOt6DT		法政大学	社会学部メディア社会学科	文系
f2y004U0og		法政大学	生命科学部応用植物科学科	理系
F8GzUkU73z	食品・飲料,化粧品・医薬,アパレル,クレジットカード,インフラ,鉄道・航空,人材・教育	立命館大学	文学部人文学科	文系
NhmuFeuPCH		東洋大	経営学部マーケティング学科	文系
MGXeuN9Joj		横浜国立大学	経営学部経営学科	文系
59jCFUt5oI		文教大学	人間科学部心理学科	文系
VBWZCgwhTC	旅行	神田外語大学	外国語学部国際コミュニケーション学科	文系
sGZsT23iLg		青山学院大学	コミュニティ人間科学部コミュニティ人間科学科	文系
BWU07OkBzc		神田外語大	外国語学部	文系
c1TG2FeU8W		明治大学	法学部法律学科	文系
5IhXLiaiu0		慶應義塾大学	商学部商学科	文系
7Jf0byBnaR		首都大学東京	都市環境学部	理系
GBHRez3u8i		日本女子大学	理学部数物科学科	理系
sZYTkrZs7j		明治大学	政治経済学部政治学科	文系
HnYnYTB5BD		明治大学	情報コミュニケーション学部	文系
ctxrVULPus		東洋	文学部日本文学文化学科	文系
3F91Xrggu6		学習院大学	経済学部経済学部	文系
MAQsY6Qy4R		福岡医健・スポーツ専門学校	理学療法科	その他
oZdAHh4Af9		北海道教育大学	教員養成課程芸術体育教育専攻	文系
mIU4NSAI3L		東京大学	金融学科	文系
6CymWkH5SJ		大阪府立大学大学院	人間社会システム科学研究科 現代システム科学専攻	理系
gz7d69kIdl		東洋大学	法学部法律学科	文系
7vxERzpYYS	IT,食品・飲料,化粧品・医薬,広告,旅行	専修大学	商学部マーケティング学科	文系
CHMepj1g7B		中央大学	法学部法律学科	文系
OGHt0tb4de		東京成徳大学	応用心理学部 健康・スポーツ心理学科	文系
i9Yd8occM1		東京IT会計専門学校仙台校	ビジネス学科鉄道、交通コース	文系
tuiDpi6Zsr		ギャップ	アウトレット	その他
kGYUqSLJjH		帝京大学	経済学部経営学科	文系
tuuz99U4Y0	広告,マスコミ	都留文科大学	文学部初等教育学科	文系
YW9ceZbKkn	コンサルティング,人材・教育	東京経済大学	コミュニケーション学部コミュニケーション学科	文系
6DI95DVq8X				
N4HCSzqnni		宇都宮大学	地域デザイン科学部社会基盤デザイン学科	理系
jJROKWmmbD		桜美林大学	芸術文化学群	文系
AXsvPME8uq		帝京大学	経済学部経営学科	文系
gTDiLX5UER		新潟大学	教育学部芸術環境創造課程造形表現コース	文系
mOU7dKTIWp		山形大学	農学部	文系
3yUyZRypf4		上智大学	外国語学部 ドイツ語学科	文系
DVCEi7FIDY		日本獣医生命科学大学	応用生命科学部食品科学科	理系
qMSwTCrJ4M		武蔵野大学	看護学部	文系
1nz9ScqazK		フェリス女学院大学	文学部コミュニケーション学科	文系
iBRKXIqcr5		横浜国立大学大学院	環境情報学府 人工環境専攻	理系
wVk0KRTXGJ		関東学院大学	理工学部理工学科	理系
xkOkBmj4o7		北海学園大学	経営学部経営学科	文系
voan6UQlhN		相模女子大学	学芸学部 メディア情報学科	その他
9vKPxiogAJ				
PLeJBAdn9C		中央学院大学	商学部商学科	文系
6O8m7ysiYq		明治学院大学	心理学部心理学科	文系
Bc65GCVsWn	アパレル,ホテル・レジャー,化粧品・医薬,サービス,人材・教育,広告,マスコミ,旅行,コンサルティング	未定	未定	その他
mWZP5UI7aJ		秋田県立大学	システム科学技術学部経営システム工学科	理系
ZYO0zUACMH		東海大学	体育学部体育学科	文系
MHg7oNOO1g	マスコミ,食品・飲料,商社	、	、	文系
Jb3odQJLfv		カリフォルニア大学サンタクルーズ校	映画学部	文系
dgS1OnP21A	アパレル,住宅・建設,不動産,サービス,流通・小売,運輸・物流,出版・印刷,マスコミ,広告,コンサルティング	東京フィルムセンター	制作科	その他
9zmr22C1Xs	コンサルティング,広告,IT,ソフトウェア,マスコミ,出版・印刷,ゲーム	東京経済大学	経営学部経営学科	文系
ag3APhMkp5		亜細亜大学	国際関係学部国際関係学科	文系
hP5cOdYUuc		亜細亜大学	経営学部ホスピタリティ・マネジメント学科	文系
S0LnNWzTNW		玉川大学	農学部生命化学科	理系
eKDnvTxqE8	アパレル,サービス,広告,マスコミ,ホテル・レジャー	千葉大学	教育学部小学校教員養成課程音楽科選修	文系
a5BGVjT3Yv		大妻女子大学	社会情報学部社会情報学科	その他
TJVtrAb0Fr	不動産,サービス	明海大学	不動産学部不動産学科	文系
4uta1XWnRk		実践女子大学	生活科学部現代生活学科	文系
9zdzEjZzl7	IT,農林・水産,ソフトウェア,流通・小売	立命館アジア太平洋大学	国際経営学部 国際経営学科	文系
sChbEgbQRZ		慶應義塾大学	経済学部経済学科	文系
v7xe9rZ6Oj	コンサルティング,人材・教育,広告	明治大学	情報コミュニケーション学部情報コミュニケーション学科	文系
PvIdcdAdHN		エスモード	ファッションビジネス	その他
6y1STxWUWd		宮城大学	事業構想学群事業プランニング学類	文系
a2cYDMBECC		宮城大学	事業構想学群事業プランニング学類	文系
nzZdL2VXuk	人材・教育	東洋大学	社会学部社会学科	文系
dy2BSoOvSG	ゲーム,出版・印刷,広告	法政大学	経済学部経済学科	文系
T4RtF9YwK6	コンサルティング,広告,化粧品・医薬,人材・教育	横浜市立大学	国際総合科学部国際総合科学科	文系
B7QC6sGb9q		目白大学	社会学部社会情報学科	文系
EAGeivSgqp	不動産,商社,住宅・建設,銀行・信金,サービス	高崎経済大学	地域政策	文系
51bby5RFRC	住宅・建設,不動産,商社,コンサルティング,食品・飲料,化粧品・医薬,旅行,ホテル・レジャー,サービス,流通・小売,広告,マスコミ,鉄道・航空,証券	武蔵野大学	法学部政治学科	文系
yAfvm0am0S		青山学院大学	理工学部化学生命科学科	理系
LAc2pmOHtR		国士舘大学	21世紀アジア学部21世紀アジア学科	文系
T736tvr5vN	サービス	聖学院大学	政治経済学科	文系
VbSQimQ79n		東京成徳大学	経営学部経営学科	文系
NkAakWWMjf		早稲田大学	創造理工学部	理系
7dY3DRXzqd		京都産業大学	経済学部経済学科	文系
dLTh1yapcz		大東文化大学	外国語学部英語学科	文系
SD5NEUsA0M		高知大学大学院	総合人間自然科学研究科	理系
wDNuOmZ3xE	広告,IT,ソフトウェア	東洋大学	経営学部マーケティング学科	文系
HSvEpF9oNr	IT,コンサルティング,人材・教育,ソフトウェア	東京学芸大学	教育学部多文化共生教育	文系
nEXpcyWBTY		東洋大学	社会学部メディアコミュニケーション学科	文系
e5vggsibpS		同志社大学	法学部政治学科	文系
uFJZF4USOz	広告,IT	名古屋大学	経済学部経営学科	文系
UlV9UN4BBz		熊本学園大学	商学部ホスピタリティマネジメント学科	文系
ITznpdQiVr	IT,出版・印刷,広告,人材・教育,商社,アパレル,不動産,コンサルティング	東京学芸大学	教育学部ものづくり技術科	理系
4p96jWxyaO	サービス,流通・小売,不動産,人材・教育,ホテル・レジャー,アパレル,コンサルティング,運輸・物流,インフラ	a	a	その他
yiMYzb8HQP	化学・石油,化粧品・医薬,食品・飲料,IT,証券	立教大学	理学部化学科	理系
OgjR7YVvvF	ゲーム,IT,ソフトウェア,サービス,広告,マスコミ,出版・印刷	日本大学	通信教育部文理学部史学科	文系
43hbgVoFOf		東洋大学	ライフデザイン学部健康スポーツ学科	文系
aNRCdxuvWh		中央大学	文学部人文社会学科	文系
bgvUOnBRMt		常葉大学	造形学部 造形学科	理系
P3RD0LHmUh	サービス,コンサルティング,人材・教育,広告,マスコミ,IT,出版・印刷	青山学院大学	経営学部マーケティング学科	文系
h8YE2AfbTe		法政大学	社会学部社会政策化学科	文系
PGq4gaxlWE	食品・飲料,化粧品・医薬,旅行,農林・水産	藤女子大学	文学部英語文化学科	文系
0Hz41YLjmW		高知大学	地域協働学部地域協働学科	その他
0YMlCixWiS	IT,広告,人材・教育,マスコミ,コンサルティング,流通・小売,インフラ	愛媛大学	法文学部総合政策学科	文系
4RzQFJFqC3	人材・教育,IT,コンサルティング	中央大学	理工学部都市環境学科	理系
NVGlTQ39Sd		日本体育大学	体育学部	文系
qItT2kn0SG		信州大学	教育学部英語教育コース	文系
aOUzB3gdtj		小樽商科大学	商学部 商学科	文系
GJ3bYS3Aqa		成城大学	社会イノベーション学部政策イノベーション学科	文系
qosg2gZaqF	マスコミ	青山学院大学	理工学部	理系
Sce4m6Fe6i		駒澤	gms	文系
nbNosLDDPW		専修大学	経済学部経済学科	文系
hyWKpNAdbr		日本大学	法学部新聞学科	文系
wVJFXjp2ox	IT,ホテル・レジャー,人材・教育,コンサルティング	中央大学	商学部商業・貿易学科	文系
Avlkbl6dgm		東海大学	政治経済学部経済学科	文系
5ZScjNHaKa	商社,住宅・建設,IT,サービス,人材・教育,不動産	立教大学	経営学部経営学科	文系
8VjLjyOrGH		早稲田大学	教育学部社会科学科	文系
RwGCgx4Gje		大阪経済大学	経営学部経営学科	文系
d7r1WzCqZO		法政大学	社会学部メディア社会学科	文系
8ah1ZGprEJ		大妻女子大学	短期大学部家政科食物栄養専攻	その他
nk64v9AbD3		専修大学と	法学部政治学科	文系
gMNydP7Wpq		日本大学	商学部経営学科	文系
lEsj3S8t5u		神戸女学院大学	人間科学部心理行動科学科	文系
DL5INonVR7	人材・教育,IT	南山大学	理工学部システム数理学科	理系
PYQ6hUtVC1		明治大学	政治経済学部政治学科	文系
J7SJMSzMMy	コンサルティング,人材・教育	石巻専修大学	生物科学科	理系
gFV0nuTA4O		國學院大学	神道文化学科	文系
htBwAL59LF		創価大学	経営学部経営学科	文系
jAIGZbJi4C		東京大学	経済学部	文系
fPtzVTI2CP	アパレル,サービス,広告	目白大学	社会学部社会情報学科	文系
XGbI36ExPC	不動産,商社,証券	法政大学	経営学部経営戦略学科	文系
h15IFfFHSj		慶應義塾	経済学部	その他
G2iGP8cs1w		横浜国立大学	経営学部経営学科	文系
AY96Ay5f6B		東京大学	法学部 3類 (政治コース)	文系
Q2QPBSz2ic	コンサルティング,サービス,IT,人材・教育	立命館大学	経済学部	文系
X3VsCXUGuW	広告,マスコミ,IT,人材・教育	一橋大学	社会学部	文系
ZJYxTlBXhA	コンサルティング,広告,商社,化粧品・医薬,食品・飲料,IT,電機・自動車	同志社大学	経済学部 経済学科	文系
ALYxTMJpXm		関西学院大学	社会学部	文系
8g61y6yedy	化粧品・医薬,アパレル,コンサルティング	明治学院大学	経済学部国際経営	文系
PPfhpnXBpG		麗澤大学	外国語学部外国語学科	文系
jPk20ureAj		慶應義塾大学	商学部	文系
Qm37bVMOQW		芝浦工業大学	工学部	理系
u6WHNpEBhX	不動産	青山学院大学	経営学部マーケティング学科	文系
KraX557rUv	コンサルティング	青山学院大学	経営学部マーケティング学科	文系
kWP9cCb0Ow		大東文化大学	経営学部	文系
mX4l7p5qyG		帝京大学	経済学部観光経営学科	文系
nkEvsbsGfY	食品・飲料	日本女子	国際交流学部	理系
2r5t4JWGdf	食品・飲料,商社,銀行・信金,鉄道・航空,サービス,ホテル・レジャー	立命館大学	経済学部経済学科	文系
4CpsPOcVTo		立命館大学	経営学部国際経営学科	文系
KLv5LSyXSC		公立鳥取環境大学	経営学部経営学部	文系
3BtaAWGt1F		東京農業大学	地域環境科学部 森林総合科学科	理系
cSdOQlYd12	IT,広告,サービス,ソフトウェア	慶應義塾大学	経済学部	文系
arqi6sXlst		東洋大学	社会学部社会学科	文系
ZBC0T23FL1		大阪教育大学	教育学部教養学科芸術専攻音楽コース	文系
6lNSxEX7RL		東京女子大学	現代教養学部人文学科	文系
eSUNcMpEs4	商社	高知大学	人文社会科学部国際社会コース	文系
LdpRKaxUCO		駒沢女子大学	人文学部住空間デザイン学科	文系
DPULNJErBd		駒沢女子大学	人文学部住空間デザイン学科	文系
gkCH1FIVsU		愛知文教女子短期大学	生活文化学科情報医療コース	その他
IJhc3q8QXj	食品・飲料,繊維,アパレル,化粧品・医薬,電機・自動車,化学・石油,住宅・建設,不動産,旅行,ホテル・レジャー,サービス,流通・小売,商社,人材・教育,コンサルティング,広告,マスコミ,出版・印刷,IT,ゲーム,ソフトウェア,銀行・信金,クレジットカード,証券,保険,インフラ,鉄道・航空,運輸・物流,農林・水産,官公庁	ななし	ななし	文系
dg4o8VG22a		ノースアジア大学	経済学部経済学科	文系
i4HOMAwcCZ	アパレル,住宅・建設,コンサルティング	大学	大学	文系
Yk89tDBlg1		通ってない	なし	その他
SgyKbEu6z8	コンサルティング,広告	嘉悦大学	ビジネス創造学部ビジネス創造学科	文系
6ECrMUXnAN		専修大学	法学部法律学科	文系
eR35g5vkla		武庫川女子大学	健康・スポーツ科学部  健康・スポーツ科学科	文系
UGvzrJ4BCE		神奈川大学	法学部法律学科	文系
KSRCaareac		はこだて未来大学	情報学	理系
lAEZHNc3g7		東京理科大学大学院	経営学研究科	理系
SKT7Kf1tb5		法政大学	経営学部市場経営学科	文系
3mR5I90j4i	サービス,コンサルティング,人材・教育	駒澤大学	経済学部経済学科	文系
YGXwOJrrTF		社会人	社会人	その他
j0jzumTSdt		玉川大学	農学部	理系
jVxSlB76W1		明治	法学部	理系
MDmsdFcCT3		東洋大学	社会	文系
qND9rmYDAD		青山学院女子短期大学	現代教養学科	文系
8RCYNaY5oP		慶應義塾大学	経済	文系
qyHSeqdHte		立教	経営	文系
HTI5IH5Hge	IT,食品・飲料,不動産,旅行,ホテル・レジャー,サービス,商社,人材・教育,流通・小売,広告,マスコミ,出版・印刷,銀行・信金,コンサルティング,クレジットカード,証券,保険,鉄道・航空	慶應義塾大学	法学部法律学科	文系
dIUNnraD8T		北海学園大学	人文学部英米文化学科	文系
btVTRnGPBG		津田塾大学	総合政策学部総合政策学科	文系
rLTZkNUBHx		慶應義塾大学	商学部	文系
ESEBRvMrmb		青山学院大学	教育人間科学部教育学科	文系
BwUNhZA07T		青山学院大学	教育人間科学部教育学科	文系
0S5DuGtPwA	IT,ソフトウェア,インフラ,サービス,電機・自動車	香川高専	電子システム工学科	理系
c7Sud9cNuG		東京外国語大学	国際社会学部	文系
KiWRQNz1QN		名古屋大学大学院	工学研究科航空宇宙工学専攻	理系
afikTNP4oD		京都大学	文学部	文系
gLzwHFA5MX		関西学院大学	法学部法律学科	文系
zCj5usWbDx		立教大学	経済学部経済政策学科	文系
abwYQqh5XJ		東海大学	情報通信学部経営システム工学科	理系
jKvslxxqWU		日本大学	芸術学部演劇学科	その他
QykjlEdwAd		武蔵野大学	法学部法律学科	文系
5IYJxVrBnU		武蔵大学	経済学部金融学科	文系
KRNn073qO3		法政大学	経済学部現代ビジネス学科	文系
RgKNkhRLSL	食品・飲料,繊維,アパレル,化粧品・医薬,電機・自動車,化学・石油,住宅・建設,不動産,旅行,ホテル・レジャー,サービス,流通・小売,商社,人材・教育,コンサルティング,広告,マスコミ,出版・印刷,ソフトウェア,銀行・信金,IT,ゲーム,クレジットカード,証券,保険,インフラ,鉄道・航空,運輸・物流,農林・水産,官公庁	法政大学	経営学部経営戦略学科	文系
oG47dv6mAe	コンサルティング,証券,不動産,商社	慶應義塾大学	経済学部経済学科	文系
ZuYKHVMBdQ		慶應義塾大学	商学部	文系
uBzZYgWw5F		法政大学	社会学部社会学科	文系
L9NDT79dYG		國學院大学	経済学部経済学科	文系
DLe7A4oVjI		帝京平成大学	健康メディカル学部臨床心理学科	文系
hDSq4IaBCX		法政大学	人間環境学部 人間環境学科	文系
a2qtaho65H		広島大学	教育学部	文系
PAbYhiRTf0		東京国際大学	言語コミュニケーション学部英語コミュニケーション学科	文系
VZqkZrOGDx	コンサルティング,人材・教育,化粧品・医薬,不動産	日本体育大学	保健医療学部救急医療学科	理系
2qHcVtAgrI		嘉悦大学	ビジネス創造学部ビジネス創造学科	文系
g9ESQHNCGd		大阪工業大学	工学部電気電子システム工学科	理系
qncaS02UbF		白百合女子大学	人間総合学部発達心理学科	文系
Jeq5pB8PLr		立教大学	法学部政治学科	文系
iowmVsb4Fu	IT,銀行・信金,証券,インフラ	東京大学	工学部システム創成学科	理系
nKp4KKukcJ	証券	日本大学	経済学部経済学科	文系
0B4QwiXnPg		フェリス女学院大学	文学部英語英米文学科	文系
i4KahtQsFX	食品・飲料	帝京平成大学	法学部	理系
KdkVSvgln7	コンサルティング	中央大学	法学部法律学科	文系
Dd45TmkzXT		大正大学	表現学部表現文化学科	文系
UeCCFYWD5o		神戸国際大学	経済学部経済経営学科	文系
HcYyyWgFXM		東京女子大学	現代教養学部国際社会学科	文系
NA1E3L5BVr	出版・印刷	あ	あ	文系
QjhZ94Oj4t		南山大学	人文学部心理人間学科	文系
CG8ddpfHC9		青山学院	経営	文系
1AdLOSmTEp		埼玉県立大学	保険医療福祉学部社会福祉子ども学科	その他
